time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Vasco da Gama,2018,1,15/04/2018,16:00,Domingo,04,Atlético Mineiro,Vitória,2,1,Mandante,Andre Luiz de Freitas Castro,28.5,4.3,178.7,5.6,28.6,5.2,177.3,8.2,Estádio São Januário,7197
Vasco da Gama,2018,2,22/04/2018,16:00,Domingo,04,Chapecoense,Empate,1,1,Visitante,Luiz Flávio de Oliveira,29.0,3.2,178.8,5.6,28.7,3.3,181.8,5.4,Arena Condá,8675
Vasco da Gama,2018,4,05/05/2018,19:00,Sábado,05,América Mineiro,Vitória,4,1,Mandante,Flavio Rodrigues De Souza,28.0,3.6,179.1,5.5,29.0,3.5,180.6,7.6,Estádio São Januário,3683
Vasco da Gama,2018,5,13/05/2018,16:00,Domingo,05,Vitória,Derrota,2,3,Mandante,Jean Pierre Goncalves Lima,28.3,3.7,179.7,6.0,27.7,4.0,179.5,9.0,Estádio São Januário,3542
Vasco da Gama,2018,6,19/05/2018,19:00,Sábado,05,Flamengo,Empate,1,1,Visitante,Ricardo Marques Ribeiro,29.0,3.0,180.2,6.0,26.8,5.0,179.4,6.0,Estádio do Maracanã,35208
Vasco da Gama,2018,7,27/05/2018,16:00,Domingo,05,Bahia,Derrota,0,3,Visitante,Rodolpho Toski Marques,27.9,4.1,180.7,6.6,26.9,4.3,181.5,7.2,Arena Fonte Nova,15031
Vasco da Gama,2018,8,30/05/2018,19:30,Quarta,05,Paraná Clube,Vitória,1,0,Mandante,Leandro Pedro Vuaden,25.7,4.4,179.5,5.6,25.2,3.5,179.7,6.0,Estádio São Januário,4584
Vasco da Gama,2018,9,02/06/2018,19:00,Sábado,06,Botafogo,Derrota,1,2,Mandante,Raphael Claus,27.8,4.2,180.0,6.5,26.7,4.3,182.6,6.6,Estádio São Januário,9454
Vasco da Gama,2018,10,06/06/2018,21:45,Quarta,06,Cruzeiro,Empate,1,1,Visitante,Luiz Flávio de Oliveira,26.7,4.6,179.2,6.1,30.8,4.0,180.7,5.8,Governador Magalhães Pinto,23725
Vasco da Gama,2018,11,09/06/2018,19:00,Sábado,06,Sport Recife,Vitória,3,2,Mandante,Savio Pereira Sampaio,26.3,4.2,179.4,6.0,30.3,4.1,180.5,5.1,Estádio São Januário,8418
